Lough,RepresentativeMonitoringPoints,ShellfishSpecies,DateOfSampling,DSPAlgae,ASPAlgae,PSPAlgae,"Other (Producers of Yessotoxins, Hepatotoxins and Icthytoxic and nuisance species)",Status,Comments
Carlingford ,C1 - AFFNI27,Mussels ,25/06/2025,No harmful species observed,3480,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters  ,25/06/2025,40,3440,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters  ,25/06/2025,No harmful species observed,1540,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1-AFFNI55,Mussels,24/06/2025,No harmful species observed,110800,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels,24/06/2025,No harmful species observed,125600,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels ,24/06/2025,No harmful species observed,92900,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels ,24/06/2025,No harmful species observed,101400,No harmful species observed,no harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,23/06/2025,20,12120,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3AFFNI88,Oysters ,23/06/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S2 - AFFNI42,Mussels,23/06/2025,60,8220,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 -AFFNI76,Oysters,23/06/2025,No harmful species observed ,1360,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,C1 - AFFNI27,Mussels ,10/06/2025,No harmful species observed,620,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,10/06/2025,40,8020,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,10/06/2025,No harmful species observed,3400,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,10/06/2025,60,660,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI 55,Mussels ,09/06/2025,100,2900,No harmful species observed,No harmful species observed,OPEN,Outwith letter issued 10.06.2025
Belfast ,B3 - AFFNI50,Mussels ,09/06/2025,20,640,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels ,09/06/2025,No harmful species observed,1160,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,09/06/2025,20,80,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters,09/06/2025,No harmful species observed,6600,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,09/06/2025,No harmful species observed,2560,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters ,09/06/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S2 -AFFNI42,Mussels ,09/06/2025,20,240,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters ,09/06/2025,No harmful species observed ,1140,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI 55,Mussels ,27/05/2025,20,5660,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels ,27/05/2025,No harmful species observed,8220,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels ,27/05/2025,20,1920,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,27/05/2025,20,460,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,C1 - AFFNI27,Mussels ,27/05/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,27/05/2025,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,27/05/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,27/05/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters  ,27/05/2025,No harmful species observed,340,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,27/05/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters ,27/05/2025,No harmful species observed,180,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S2 -AFFNI42,Mussels ,27/05/2025,80,1640,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters ,27/05/2025,40,1920,No harmful species observed ,No harmful species observed ,OPEN ,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,23/05/2025,No harmful species observed,1260,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,C1 - AFFNI27,Mussels,14/05/2025,20,420,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,C11 - AFFNI84,Oysters,14/05/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters,14/05/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,14/05/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough ,L3 AFFNI 88,Oysters,12/05/2025,No harmful species observed,480,20,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,12/05/2025,No harmful species observed,440,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters ,12/05/2025,No harmful species observed ,40,No harmful species observed ,No harmful species observed ,OPEN ,
Belfast ,B1 - AFFNI 55,Mussels ,11/05/2025,No harmful species observed,480,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels,11/05/2025,No harmful species observed,600,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,11/05/2025,No harmful species observed,1400,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels,11/05/2025,No harmful species observed,220,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay ,Inner North - DB1 - AFFNI95A,Oysters ,07/05/2025,No harmful species observed,60,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,07/05/2025,No harmful species observed,540,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels ,29/04/2025,20,5460,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,29/04/2025,No harmful species observed,980,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,29/04/2025,No harmful species observed,660,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,29/04/2025,No harmful species observed,3620,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,29/04/2025,No harmful species observed,200,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI 55,Mussels,28/04/2025,40,60,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels,28/04/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,28/04/2025,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,28/04/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,28/04/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,28/04/2025,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels ,28/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford ,S7 - AFFNI76,Oysters,28/04/2025,No harmful species observed ,2220,No harmful species observed ,No harmful species observed ,OPEN,
Carlingford,C1 - AFFNI27,Mussels,15/04/2025,No harmful species observed,2660,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,15/04/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters,15/04/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,15/04/2025,No harmful species observed,2700,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,15/04/2025,No harmful species observed,1680,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,15/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI 55,Mussels,14/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,14/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,14/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,14/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,14/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,14/04/2025,No harmful species observed,1040,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,01/04/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,31/03/2025,100,200,No harmful species observed,No harmful species observed,OPEN,outwith letter issued 2.4.2025 
Strangford,S7 - AFFNI76,Oysters,31/03/2025,No harmful species observed,360,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,25/03/2025,No harmful species observed,680,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,25/03/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,25/03/2025,No harmful species observed,360,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,25/03/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,25/03/2025,No harmful species observed,1840,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI 55,Mussels,24/03/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels ,24/03/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels ,24/03/2025,No harmful species observed,320,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels,24/03/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,24/03/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,24/03/2025,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters/Mussels ,17/03/2025,No harmful species observed,500,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4,Oysters / Mussels ,17/03/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,12/03/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,12/03/2025,No harmful species observed,400,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels ,11/03/2025,No harmful species observed,840,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,11/03/2025,No harmful species observed,200,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,11/03/2025,No harmful species observed,400,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels ,11/03/2025,No harmful species observed,780,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,10/03/2025,No harmful species observed,560,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters ,10/03/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,10/03/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,10/03/2025,No harmful species observed,No harmful species observed ,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI 55,Mussels ,09/03/2025,No harmful species observed,60,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,09/03/2025,No harmful species observed,180,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,09/03/2025,No harmful species observed,620,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 3,Oysters / Mussels ,03/03/2025,No harmful species observed,1720,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4,Oysters/Mussels ,03/03/2025,No harmful species observed,1020,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,26/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters ,26/02/2025,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels ,25/02/2025,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,25/02/2025,No harmful species observed,160,No harmful species observed,No harmful species observed,oPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters,25/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels ,25/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters ,25/02/2025,No harmful species observed,200,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,24/02/2025,No harmful species observed,360,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels ,24/02/2025,No harmful species observed,540,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,24/02/2025,No harmful species observed,380,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels,24/02/2025,No harmful species observed,260,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,24/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,24/02/2025,No harmful species observed,220,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 4,Oysters / Mussels ,17/02/2025,No harmful species observed,1760,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,12/02/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B3 - AFFNI50,Mussels ,12/02/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B12 - AFFNI54,Mussels ,12/02/2025,No harmful species observed,540,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B20 - AFFNI53,Mussels,12/02/2025,20,140,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,11/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,11/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters,11/02/2025,No harmful species observed,100,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,11/02/2025,No harmful species observed,620,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,10/02/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,10/02/2025,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,10/02/2025,No harmful species observed,40,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,10/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,10/02/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 3,Oysters / Mussels ,03/02/2025,No harmful species observed,2800,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4,Oysters / Mussels ,03/02/2025,No harmful species observed,3060,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels ,28/01/2025,No harmful species observed,940,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters,28/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters,28/01/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,28/01/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,28/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Belfast,B1 - AFFNI55,Mussels,27/01/2025,No harmful species observed,900,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,27/01/2025,No harmful species observed,1180,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,27/01/2025,No harmful species observed,1420,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,27/01/2025,No harmful species observed,580,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters ,27/01/2025,No harmful species observed,420,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,27/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,27/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters ,27/01/2025,No harmful species observed,520,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters / Mussels ,20/01/2025,No harmful species observed,2640,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 4,Oysters / Mussels ,20/01/2025,No harmful species observed,2860,No harmful species observed,No harmful species observed,OPEN,
Larne Lough,L3 AFFNI 88,Oysters,15/01/2025,No harmful species observed,140,No harmful species observed,No harmful species observed,OPEN,
Belfast ,B1 - AFFNI55,Mussels ,14/01/2025,No harmful species observed,580,No harmful species observed,No harmful species observed,OPEN,
Belfast,B3 - AFFNI50,Mussels,14/01/2025,No harmful species observed,240,No harmful species observed,No harmful species observed,OPEN,
Belfast,B12 - AFFNI54,Mussels,14/01/2025,No harmful species observed,120,No harmful species observed,No harmful species observed,OPEN,
Belfast,B20 - AFFNI53,Mussels,14/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C1 - AFFNI27,Mussels,14/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Carlingford,C11 - AFFNI84,Oysters ,14/01/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Carlingford,"C15 - AFFNI89 - Represents C7 AFFNI73, C9 - AFFNI39, C16 -106 C17 AFFNI92",Oysters ,14/01/2025,No harmful species observed,180,No harmful species observed,No harmful species observed,OPEN,
Carlingford,Narrow Water Wild Fishery,Mussels,14/01/2025,No harmful species observed,160,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,13/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters ,13/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S2 - AFFNI42,Mussels,09/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Strangford,S7 - AFFNI76,Oysters,09/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Dundrum Bay,Inner North - DB1 - AFFNI95A,Oysters,06/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Killough ,K1 - AFFNI18,Oysters,06/01/2025,No harmful species observed,80,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 3,Oysters / Mussels ,06/01/2025,No harmful species observed,No harmful species observed,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle,Production Area 4,Oysters / Mussels ,06/01/2025,No harmful species observed,560,No harmful species observed,No harmful species observed,OPEN,
Carlingford ,Narrow Water Wild Fishery,Mussels ,25/06/2024,40,2080,No harmful species observed,No harmful species observed,OPEN,
Lough Foyle ,Production Area 3,Oysters / Mussels ,17/02/2023,No harmful species observed,1140,No harmful species observed,No harmful species observed,OPEN,
